Institution,CIPCODE,CIPCODE_LABEL,ConferralYear,AwardLevel,Completions,Target Program
University of Massachusetts-Lowell,52.0801,"Finance, General.",2024,Master's degree,0,X
University of Massachusetts-Lowell,52.0301,Accounting.,2024,Master's degree,20,X
University of Massachusetts-Lowell,52.0201,"Business Administration and Management, General.",2024,Master's degree,489,X
University of Massachusetts-Lowell,51.2201,"Public Health, General.",2024,Master's degree,19,X
University of Massachusetts-Lowell,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,16,X
University of Massachusetts-Lowell,44.0401,Public Administration.,2024,Master's degree,9,X
University of Massachusetts-Lowell,13.1315,Reading Teacher Education.,2024,Master's degree,19,X
University of Massachusetts-Lowell,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,20,X
University of Massachusetts-Lowell,11.0103,Information Technology.,2024,Master's degree,34,X
University of Memphis,52.0301,Accounting.,2024,Master's degree,37,X
University of Memphis,51.3801,Registered Nursing/Registered Nurse.,2024,Master's degree,60,X
University of Memphis,44.0701,Social Work.,2024,Master's degree,53,X
University of Memphis,31.0504,Sport and Fitness Administration/Management.,2024,Master's degree,19,X
University of Memphis,13.1101,Counselor Education/School Counseling and Guidance Services.,2024,Master's degree,29,X
University of Memphis,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,5,X
University of Memphis,13.0301,Curriculum and Instruction.,2024,Master's degree,130,X
University of Michigan-Ann Arbor,52.0201,"Business Administration and Management, General.",2024,Master's degree,709,X
University of Michigan-Ann Arbor,51.3802,Nursing Administration.,2024,Master's degree,31,X
University of Michigan-Ann Arbor,44.0701,Social Work.,2024,Master's degree,417,X
University of Michigan-Ann Arbor,11.0101,"Computer and Information Sciences, General.",2024,Master's degree,220,X
University of Michigan-Dearborn,52.1301,Management Science.,2024,Master's degree,32,X
University of Michigan-Dearborn,52.0801,"Finance, General.",2024,Master's degree,21,X
University of Michigan-Dearborn,52.0201,"Business Administration and Management, General.",2024,Master's degree,65,X
University of Michigan-Dearborn,14.1901,Mechanical Engineering.,2024,Master's degree,37,X
University of Michigan-Dearborn,14.1001,Electrical and Electronics Engineering.,2024,Master's degree,40,X
University of Michigan-Dearborn,13.0501,Educational/Instructional Technology.,2024,Master's degree,5,X
University of Michigan-Dearborn,13.0101,"Education, General.",2024,Master's degree,28,X
University of Michigan-Dearborn,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2024,Master's degree,16,X
University of Michigan-Dearborn,11.0401,Information Science/Studies.,2024,Master's degree,12,X
University of Michigan-Dearborn,11.0103,Information Technology.,2024,Master's degree,41,X
University of Michigan-Dearborn,11.0101,"Computer and Information Sciences, General.",2024,Master's degree,79,X
University of Michigan-Flint,52.0301,Accounting.,2024,Master's degree,32,X
University of Michigan-Flint,52.0213,Organizational Leadership.,2024,Master's degree,14,X
University of Michigan-Flint,52.0201,"Business Administration and Management, General.",2024,Master's degree,69,X
University of Michigan-Flint,51.3801,Registered Nursing/Registered Nurse.,2024,Master's degree,95,X
University of Michigan-Flint,51.2201,"Public Health, General.",2024,Master's degree,7,X
University of Michigan-Flint,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,9,X
University of Michigan-Flint,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,5,X
University of Michigan-Flint,13.0101,"Education, General.",2024,Master's degree,17,X
University of Michigan-Flint,11.0101,"Computer and Information Sciences, General.",2024,Master's degree,57,X
University of Mississippi,52.0201,"Business Administration and Management, General.",2024,Master's degree,79,X
University of Mississippi,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,9,X
University of Missouri-Columbia,52.0801,"Finance, General.",2024,Master's degree,7,X
University of Missouri-Columbia,52.0101,"Business/Commerce, General.",2024,Master's degree,58,X
University of Missouri-Columbia,51.2201,"Public Health, General.",2024,Master's degree,74,X
University of Missouri-Columbia,44.0401,Public Administration.,2024,Master's degree,58,X
University of Missouri-Columbia,26.0102,"Biomedical Sciences, General.",2024,Master's degree,14,X
University of Missouri-Columbia,25.0101,Library and Information Science.,2024,Master's degree,83,X
University of Missouri-Columbia,14.1901,Mechanical Engineering.,2024,Master's degree,9,X
University of Missouri-Columbia,14.0801,"Civil Engineering, General.",2024,Master's degree,12,X
University of Missouri-Columbia,13.1001,"Special Education and Teaching, General.",2024,Master's degree,22,X
University of Missouri-Columbia,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,30,X
University of Missouri-Columbia,13.0301,Curriculum and Instruction.,2024,Master's degree,86,X
University of Missouri-Columbia,11.0101,"Computer and Information Sciences, General.",2024,Master's degree,52,X
University of Missouri-Kansas City,52.0201,"Business Administration and Management, General.",2024,Master's degree,167,X
University of Missouri-Kansas City,44.0401,Public Administration.,2024,Master's degree,27,X
University of Missouri-Kansas City,13.1315,Reading Teacher Education.,2024,Master's degree,3,X
University of Missouri-St Louis,52.0101,"Business/Commerce, General.",2024,Master's degree,143,X
University of Missouri-St Louis,27.0305,Financial Mathematics.,2024,Master's degree,0,X
University of Missouri-St Louis,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,16,X
University of Missouri-St Louis,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2024,Master's degree,12,X
University of Missouri-St Louis,11.0103,Information Technology.,2024,Master's degree,64,X
University of Mobile,52.0213,Organizational Leadership.,2024,Master's degree,10,X
University of Mobile,13.1202,Elementary Education and Teaching.,2024,Master's degree,7,X
University of Mount Olive,52.0201,"Business Administration and Management, General.",2024,Master's degree,35,X
University of Mount Olive,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,9,X
University of Mount Olive,42.2803,Counseling Psychology.,2024,Master's degree,32,X
University of Mount Olive,13.1202,Elementary Education and Teaching.,2024,Master's degree,3,X
University of Mount Olive,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,0,X
University of Mount Saint Vincent,52.0201,"Business Administration and Management, General.",2024,Master's degree,16,X
University of Mount Saint Vincent,13.0101,"Education, General.",2024,Master's degree,57,X
University of Mount Union,52.1399,"Management Sciences and Quantitative Methods, Other.",2024,Master's degree,4,X
University of Mount Union,52.0213,Organizational Leadership.,2024,Master's degree,11,X
University of Mount Union,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,18,X
University of Mount Union,13.0301,Curriculum and Instruction.,2024,Master's degree,2,X
University of Nebraska at Kearney,52.0201,"Business Administration and Management, General.",2024,Master's degree,25,X
University of Nebraska at Kearney,13.1001,"Special Education and Teaching, General.",2024,Master's degree,28,X
University of Nebraska at Kearney,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,49,X
University of Nebraska at Omaha,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,10,X
University of Nebraska-Lincoln,52.0801,"Finance, General.",2024,Master's degree,8,X
University of Nebraska-Lincoln,52.0203,"Logistics, Materials, and Supply Chain Management.",2024,Master's degree,3,X
University of Nebraska-Lincoln,52.0201,"Business Administration and Management, General.",2024,Master's degree,127,X
University of Nebraska-Lincoln,30.7102,Business Analytics.,2024,Master's degree,11,X
University of Nevada-Reno,30.7102,Business Analytics.,2024,Master's degree,12,X
University of New England,51.2201,"Public Health, General.",2024,Master's degree,77,X
University of New England,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,12,X
University of New England,44.0701,Social Work.,2024,Master's degree,113,X
University of New England,13.0401,"Educational Leadership and Administration, General.",2024,Master's degree,0,X
University of New England,13.0101,"Education, General.",2024,Master's degree,19,X
University of New Hampshire College of Professional Studies Online,52.0213,Organizational Leadership.,2024,Master's degree,18,X
University of New Hampshire College of Professional Studies Online,51.3802,Nursing Administration.,2024,Master's degree,5,X
University of New Hampshire College of Professional Studies Online,51.3203,Nursing Education.,2024,Master's degree,1,X
University of New Hampshire College of Professional Studies Online,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,4,X
University of New Hampshire-Franklin Pierce School of Law,22.0209,International Law and Legal Studies.,2024,Master's degree,4,X
University of New Hampshire-Main Campus,52.1301,Management Science.,2024,Master's degree,2,X
University of New Hampshire-Main Campus,51.3805,Family Practice Nurse/Nursing.,2024,Master's degree,13,X
University of New Hampshire-Main Campus,44.0401,Public Administration.,2024,Master's degree,18,X
University of New Haven,52.0301,Accounting.,2024,Master's degree,17,X
University of New Haven,51.1508,Mental Health Counseling/Counselor.,2024,Master's degree,26,X
University of New Haven,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,78,X
University of New Haven,44.0401,Public Administration.,2024,Master's degree,34,X
University of New Haven,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2024,Master's degree,48,X
University of North Alabama,52.0301,Accounting.,2024,Master's degree,46,X
University of North Alabama,52.0201,"Business Administration and Management, General.",2024,Master's degree,364,X
University of North Alabama,51.3801,Registered Nursing/Registered Nurse.,2024,Master's degree,126,X
University of North Alabama,51.0701,Health/Health Care Administration/Management.,2024,Master's degree,2,X
